KEGG	OTHERID	OTHERTYPE
C01233	22833510	PUBCHEM_CID
C01233	5151	METLIN
C01233	C(CO)N(CC(CO)O)P(=O)(O)O	SMILES
C00160	HMDB0000115	HMDB
C00160	Glycolic acid	NAME
C00160	757	PUBCHEM_CID
C00160	17497	CHEBI
C00160	3219	METLIN
C00160	C(C(=O)O)O	SMILES
C05582	HMDB0000118	HMDB
C05582	Homovanillic acid	NAME
C05582	1738	PUBCHEM_CID
C05582	545959	CHEBI
C05582	971	METLIN
C05582	COC1=C(C=CC(=C1)CC(=O)O)O	SMILES
C00048	HMDB0000119	HMDB
C00048	Glyoxylic acid	NAME
C00048	760	PUBCHEM_CID
C00048	16891	CHEBI
C00048	3213	METLIN
C00048	C(=O)C(=O)O	SMILES
C00504	HMDB0000121	HMDB
C00504	Folic acid	NAME
C00504	6037	PUBCHEM_CID
C00504	27470	CHEBI
C00504	246	METLIN
C00504	C1=CC(=CC=C1C(=O)N[C@@H](CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=O)N=C(N3)N	SMILES
C00031	HMDB0000122	HMDB
C00031	D-Glucose	NAME
C00031	5793	PUBCHEM_CID
C00031	4167	CHEBI
C00031	133	METLIN
C00031	C([C@@H]1[C@H]([C@@H]([C@H](C(O1)O)O)O)O)O	SMILES
C00037	HMDB0000123	HMDB
C00037	Glycine	NAME
C00037	750	PUBCHEM_CID
C00037	15428	CHEBI
C00037	20	METLIN
C00037	C(C(=O)O)N	SMILES
C00085	HMDB0000124	HMDB
C00085	Fructose 6-phosphate	NAME
C00085	69507	PUBCHEM_CID
C00085	15946	CHEBI
C00085	5159	METLIN
C00085	C([C@H]([C@H]([C@@H](C(=O)CO)O)O)O)OP(=O)(O)O	SMILES
C00051	HMDB0000125	HMDB
C00051	Glutathione	NAME
C00051	124886	PUBCHEM_CID
C00051	16856	CHEBI
C00051	44	METLIN
C00051	C(CC(=O)N[C@@H](CS)C(=O)NCC(=O)O)[C@@H](C(=O)O)N	SMILES
C00093	HMDB0000126	HMDB
C00093	Glycerol 3-phosphate	NAME
C00093	439162	PUBCHEM_CID
C00093	15978	CHEBI
C00093	5161	METLIN
C00093	C([C@H](COP(=O)(O)O)O)O	SMILES
C00191	HMDB0000127	HMDB
C00191	D-Glucuronic acid	NAME
C00191	444791	PUBCHEM_CID
C00191	42717	CHEBI
C00191	161	METLIN
C00191	[C@@H]1([C@@H]([C@H](O[C@@H]([C@@H]1O)O)C(=O)O)O)O	SMILES
C00581	HMDB0000128	HMDB
C00581	Guanidoacetic acid	NAME
C00581	763	PUBCHEM_CID
C00581	16344	CHEBI
C00581	5163	METLIN
C00581	C(C(=O)O)N=C(N)N	SMILES
C00544	HMDB0000130	HMDB
C00544	Homogentisic acid	NAME
C00544	780	PUBCHEM_CID
C00544	44747	CHEBI
C00544	331	METLIN
C00544	C1=CC(=C(C=C1O)CC(=O)O)O	SMILES
C00116	HMDB0000131	HMDB
C00116	Glycerol	NAME
C00116	753	PUBCHEM_CID
C00116	17522	CHEBI
C00116	105	METLIN
C00116	C(C(CO)O)O	SMILES
C00242	HMDB0000132	HMDB
C00242	Guanine	NAME
C00242	764	PUBCHEM_CID
C00242	16235	CHEBI
C00242	315	METLIN
C00242	C1=NC2=C(N1)C(=O)N=C(N2)N	SMILES
C00387	HMDB0000133	HMDB
C00387	Guanosine	NAME
C00387	6802	PUBCHEM_CID
C00387	16750	CHEBI
C00387	87	METLIN
C00387	C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)NC(=NC2=O)N	SMILES
C00122	HMDB0000134	HMDB
C00122	Fumaric acid	NAME
C00122	444972	PUBCHEM_CID
C00122	18012	CHEBI
C00122	3242	METLIN
C00122	C(=C/C(=O)O)\C(=O)O	SMILES
C01921	HMDB0000138	HMDB
C01921	Glycocholic acid	NAME
C01921	23617285	PUBCHEM_CID
C01921	29746	CHEBI
C01921	5169	METLIN
C01921	C[C@H](CCC(=O)NCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2[C@@H](CC4[C@@]3(CC[C@H](C4)O)C)O)O)C	SMILES
C00258	HMDB0000139	HMDB
C00258	Glyceric acid	NAME
C00258	439194	PUBCHEM_CID
C00258	32398	CHEBI
C00258	280	METLIN
C00258	C([C@H](C(=O)O)O)O	SMILES
C01190	HMDB0000140	HMDB
C01190	Glucosylceramide	NAME
C01190	53477677	PUBCHEM_CID
C01190	CCCCCCCCCCCCCCCCCCCCCCCC(=O)N[C@@H](CO[C@H]1[C@@H]([C@H](C([C@H](O1)CO)O)O)O)[C@@H](/C=C/CCCCCCCCCCCCC)O	SMILES
C00058	HMDB0000142	HMDB
C00058	Formic acid	NAME
C00058	284	PUBCHEM_CID
C00058	30751	CHEBI
C00058	3202	METLIN
C00058	C(=O)O	SMILES
C00984	HMDB0000143	HMDB
C00984	D-Galactose	NAME
C00984	439357	PUBCHEM_CID
C00984	28061	CHEBI
C00984	134	METLIN
C00984	C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)O)O)O)O)O	SMILES
C00468	HMDB0000145	HMDB
C00468	Estrone	NAME
C00468	5870	PUBCHEM_CID
C00468	17263	CHEBI
C00468	264	METLIN
C00468	C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O	SMILES
C00025	HMDB0000148	HMDB
C00025	L-Glutamic acid	NAME
C00025	33032	PUBCHEM_CID
C00025	16015	CHEBI
C00025	5174	METLIN
C00025	C(CC(=O)O)[C@@H](C(=O)O)N	SMILES
C00189	HMDB0000149	HMDB
C00189	Ethanolamine	NAME
C00189	700	PUBCHEM_CID
C00189	16000	CHEBI
C00189	3207	METLIN
C00189	C(CO)N	SMILES
C00198	HMDB0000150	HMDB
C00198	Gluconolactone	NAME
C00198	7027	PUBCHEM_CID
C00198	16217	CHEBI
C00198	353	METLIN
C00198	C([C@@H]1[C@H]([C@@H]([C@H](C(=O)O1)O)O)O)O	SMILES
C00951	HMDB0000151	HMDB
C00951	Estradiol	NAME
C00951	5757	PUBCHEM_CID
C00951	16469	CHEBI
C00951	263	METLIN
C00951	C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=C3C=CC(=C4)O	SMILES
C00628	HMDB0000152	HMDB
C00628	Gentisic acid	NAME
C00628	3469	PUBCHEM_CID
C00628	17189	CHEBI
C00628	618	METLIN
C00628	C1=CC(=C(C=C1O)C(=O)O)O	SMILES
C05141	HMDB0000153	HMDB
C05141	Estriol	NAME
C05141	5756	PUBCHEM_CID
C05141	27974	CHEBI
C05141	2581	METLIN
C05141	C[C@]12CC[C@H]3[C@H]([C@@H]1C[C@H]([C@@H]2O)O)CCC4=C3C=CC(=C4)O	SMILES
C00149	HMDB0000156	HMDB
C00149	L-Malic acid	NAME
C00149	222656	PUBCHEM_CID
C00149	30797	CHEBI
C00149	C([C@@H](C(=O)O)O)C(=O)O	SMILES
C00262	HMDB0000157	HMDB
C00262	Hypoxanthine	NAME
C00262	790	PUBCHEM_CID
C00262	17368	CHEBI
C00262	83	METLIN
C00262	C1=NC2=C(N1)C(=O)N=CN2	SMILES
C00082	HMDB0000158	HMDB
C00082	L-Tyrosine	NAME
C00082	6057	PUBCHEM_CID
C00082	17895	CHEBI
C00082	34	METLIN
C00082	C1=CC(=CC=C1C[C@@H](C(=O)O)N)O	SMILES
C00079	HMDB0000159	HMDB
C00079	L-Phenylalanine	NAME
C00079	6140	PUBCHEM_CID
C00079	17295	CHEBI
C00079	28	METLIN
C00079	C1=CC=C(C=C1)C[C@@H](C(=O)O)N	SMILES
C00041	HMDB0000161	HMDB
C00041	L-Alanine	NAME
C00041	5950	PUBCHEM_CID
C00041	16977	CHEBI
C00041	C[C@@H](C(=O)O)N	SMILES
C00148	HMDB0000162	HMDB
C00148	L-Proline	NAME
C00148	145742	PUBCHEM_CID
C00148	17203	CHEBI
C00148	29	METLIN
C00148	C1C[C@H](NC1)C(=O)O	SMILES
C00208	HMDB0000163	HMDB
C00208	D-Maltose	NAME
C00208	10991489	PUBCHEM_CID
C00208	47937	CHEBI
C00208	413	METLIN
C00208	C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@H]([C@H]2O)O)O)CO)O)O)O)O	SMILES
C00218	HMDB0000164	HMDB
C00218	Methylamine	NAME
C00218	6329	PUBCHEM_CID
C00218	16830	CHEBI
C00218	3767	METLIN
C00218	CN	SMILES
C00188	HMDB0000167	HMDB
C00188	L-Threonine	NAME
C00188	6288	PUBCHEM_CID
C00188	16857	CHEBI
C00188	32	METLIN
C00188	C[C@H]([C@@H](C(=O)O)N)O	SMILES
C00152	HMDB0000168	HMDB
C00152	L-Asparagine	NAME
C00152	6267	PUBCHEM_CID
C00152	17196	CHEBI
C00152	14	METLIN
C00152	C([C@@H](C(=O)O)N)C(=O)N	SMILES
C00159	HMDB0000169	HMDB
C00159	D-Mannose	NAME
C00159	18950	PUBCHEM_CID
C00159	4208	CHEBI
C00159	C([C@@H]1[C@H]([C@@H]([C@@H](C(O1)O)O)O)O)O	SMILES
C00407	HMDB0000172	HMDB
C00407	L-Isoleucine	NAME
C00407	6306	PUBCHEM_CID
C00407	17191	CHEBI
C00407	5193	METLIN
C00407	CC[C@H](C)[C@@H](C(=O)O)N	SMILES
C01019	HMDB0000174	HMDB
C01019	L-Fucose	NAME
C01019	17106	PUBCHEM_CID
C01019	2181	CHEBI
C01019	268	METLIN
C01019	C[C@H]1[C@H]([C@H]([C@@H](C(O1)O)O)O)O	SMILES
C00130	HMDB0000175	HMDB
C00130	Inosinic acid	NAME
C00130	8582	PUBCHEM_CID
C00130	17202	CHEBI
C00130	5196	METLIN
C00130	C1=NC(=O)C2=C(N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)O)O)O	SMILES
C01384	HMDB0000176	HMDB
C01384	Maleic acid	NAME
C01384	444266	PUBCHEM_CID
C01384	18300	CHEBI
C01384	4198	METLIN
C01384	C(=C\C(=O)O)\C(=O)O	SMILES
C00135	HMDB0000177	HMDB
C00135	L-Histidine	NAME
C00135	6274	PUBCHEM_CID
C00135	15971	CHEBI
C00135	21	METLIN
C00135	C1=C(NC=N1)C[C@@H](C(=O)O)N	SMILES
