KEGG	OTHERID	OTHERTYPE
C00168	Hydroxypyruvate; Hydroxypyruvic acid; 3-Hydroxypyruvate; 3-Hydroxypyruvic acid	COMPOUND
C00169	Carbamoyl phosphate	COMPOUND
C00170	5'-Methylthioadenosine; Methylthioadenosine; S-Methyl-5'-thioadenosine; 5-Methylthioadenosine; 5'-Deoxy-5'-(methylthio)adenosine; Thiomethyladenosine; MTA	COMPOUND
C00171	5'-Phosphomononucleotide; 5'-Nucleotide	COMPOUND
C00172	3'-Phosphooligonucleotide	COMPOUND
C00173	Acyl-[acyl-carrier protein]	COMPOUND
C00174	Acid	COMPOUND
C00175	Cobalt ion; Cobalt(2+); Co2+; Co(II)	COMPOUND
C00176	Flavin	COMPOUND
C00177	Cyanide ion; Prussiate; CN-; Cyano; Cyanide	COMPOUND
C00178	Thymine; 5-Methyluracil	COMPOUND
C00179	Agmatine; (4-Aminobutyl) guanidine	COMPOUND
C00180	Benzoate; Benzoic acid; Benzenecarboxylic acid; Phenylformic acid; Dracylic acid	COMPOUND
C00181	D-Xylose; Wood sugar	COMPOUND
C00182	Glycogen	COMPOUND
C00183	L-Valine; 2-Amino-3-methylbutyric acid	COMPOUND
C00184	Glycerone; Dihydroxyacetone; 1,3-Dihydroxyacetone; 1,3-Dihydroxy-2-propanone; 1,3-Dihydroxypropan-2-one	COMPOUND
C00185	Cellobiose; 1-beta-D-Glucopyranosyl-4-D-glucopyranose	COMPOUND
C00186	(S)-Lactate; L-Lactate; L-Lactic acid	COMPOUND
C00187	Cholesterol; Cholest-5-en-3beta-ol	COMPOUND
C00188	L-Threonine; 2-Amino-3-hydroxybutyric acid	COMPOUND
C00189	Ethanolamine; Aminoethanol; 2-Hydroxyethylamine	COMPOUND
C00190	UDP-D-xylose; UDP-xylose; UDP-alpha-D-xylose	COMPOUND
C00191	D-Glucuronate; Glucuronic acid; Glucuronate	COMPOUND
C00192	Hydroxylamine; NH2OH	COMPOUND
C00193	Aromatic aldehyde	COMPOUND
C00194	Cobamide coenzyme; Adenosylcobalamin; Adenosylcob(III)alamin; Deoxyadenosylcobalamin; Cobamamide; Vitamin B12 coenzyme; 5,6-Dimethylbenzimidazolyl-5-deoxyadenosyl-cobamide; (5'-Deoxy-5'-adenosyl)cobamide coenzyme; (5,6-Dimethylbenzimidazolyl)cobamide coenzyme; alpha-(5,6-Dimethylbenzimidazolyl)cobamide coenzyme; 5'-Deoxy-5'-adenosylcobalamin; 5'-Deoxy-5'-adenosyl vitamin B12; 5'-Deoxy-5'-adenosyl-5,6-dimethylbenzimidazolylcobamide; 5,6-Dimethylbenzimidazolyl-Co-5'-deoxy-5'-adenosylcobamide; Calomide; Cobalamin coenzyme; Coenzyme B12; DMBC coenzyme; Dibencozide; Funacomide	COMPOUND
C00195	N-Acylsphingosine; Ceramide; N-Acylsphing-4-enine; (4E)-Sphing-4-enine ceramide	COMPOUND
C00196	2,3-Dihydroxybenzoate; 2,3-Dihydroxybenzoic acid	COMPOUND
C00197	3-Phospho-D-glycerate; D-Glycerate 3-phosphate; 3-Phospho-(R)-glycerate; 3-Phosphoglycerate	COMPOUND
C00198	D-Glucono-1,5-lactone; Gluconic lactone; Gluconic acid lactone; 1,5-Gluconolactone; delta-Gluconolactone; D-Gluconolactone; Gluconolactone	COMPOUND
C00199	D-Ribulose 5-phosphate	COMPOUND
C00200	Phenazine methosulfate; N-Methylphenazonium methosulfate; 5-Methylphenazinium methyl sulphate	COMPOUND
C00201	Nucleoside triphosphate; NTP; Nucleoside 5'-triphosphate	COMPOUND
C00202	Isoflurophate; Diisopropyl fluorophosphate; DFP	COMPOUND
C00203	UDP-N-acetyl-D-galactosamine; UDP-N-acetyl-alpha-D-galactosamine	COMPOUND
C00204	2-Dehydro-3-deoxy-D-gluconate; 2-Keto-3-deoxy-D-gluconate	COMPOUND
C00205	hn; Light; Photon; hnu	COMPOUND
C00206	dADP; 2'-Deoxyadenosine 5'-diphosphate	COMPOUND
C00207	Acetone; Dimethyl ketone; 2-Propanone	COMPOUND
C00208	Maltose; Malt sugar; alpha-D-Glucopyranosyl-(1->4)-D-glucopyranose	COMPOUND
C00209	Oxalate; Oxalic acid; Ethanedioic acid	COMPOUND
C00210	Cobamide	COMPOUND
C00211	Collagen	COMPOUND
C00212	Adenosine	COMPOUND
C00213	Sarcosine; N-Methylglycine	COMPOUND
C00214	Thymidine; Deoxythymidine	COMPOUND
C00215	Nucleotide	COMPOUND
C00216	D-Arabinose	COMPOUND
C00217	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid	COMPOUND
C00218	Methylamine; Methanamine	COMPOUND
C00219	Arachidonate; Arachidonic acid; (5Z,8Z,11Z,14Z)-Icosatetraenoic acid; cis-5,8,11,14-Eicosatetraenoic acid; 5Z,8Z,11Z,14Z-Eicosatetraenoic acid; (5Z,8Z,11Z,14Z)-Icosa-5,8,11,14-tetraenoic acid	COMPOUND
C00220	Methylene blue; Methylthioninium chloride	COMPOUND
C00221	beta-D-Glucose; beta-D-Glucopyranose	COMPOUND
C00222	3-Oxopropanoate; Malonate semialdehyde	COMPOUND
C00223	p-Coumaroyl-CoA; 4-Coumaroyl-CoA; 4-Hydroxycinnamoyl-CoA; trans-4-Coumaroyl-CoA; (E)-4-Coumaroyl-CoA	COMPOUND
C00224	Adenylyl sulfate; Adenosine 5'-phosphosulfate; APS; 5'-Adenylyl sulfate	COMPOUND
C00225	Methyl viologen; Paraquat dichloride; 1,1'-Dimethyl-4,4'-bipyridinium dichloride	COMPOUND
C00226	Primary alcohol; 1-Alcohol	COMPOUND
C00227	Acetyl phosphate	COMPOUND
C00229	Acyl-carrier protein; ACP; [Acyl-carrier protein]; Holo-[acyl-carrier protein]	COMPOUND
C00230	3,4-Dihydroxybenzoate; 3,4-Dihydroxybenzoic acid; Protocatechuate; Protocatechuic acid	COMPOUND
C00231	D-Xylulose 5-phosphate	COMPOUND
C00232	Succinate semialdehyde; Succinic semialdehyde; 4-Oxobutanoate	COMPOUND
C00233	4-Methyl-2-oxopentanoate; 2-Oxoisocaproate	COMPOUND
C00234	10-Formyltetrahydrofolate; 10-Formyl-THF	COMPOUND
C00235	Dimethylallyl diphosphate; 2-Isopentenyl diphosphate; Delta2-Isopentenyl diphosphate; Dimethylallyl pyrophosphate; DMAPP; Monoprenyl diphosphate; Prenyl diphosphate	COMPOUND
C00236	3-Phospho-D-glyceroyl phosphate; 1,3-Bisphospho-D-glycerate; (R)-2-Hydroxy-3-(phosphonooxy)-1-monoanhydride with phosphoric propanoic acid; D-Glycerate 1,3-diphosphate	COMPOUND
C00237	CO; Carbon monoxide	COMPOUND
C00238	Potassium cation; K+; Potassium(1+); Potassium ion	COMPOUND
C00239	dCMP; Deoxycytidylic acid; Deoxycytidine monophosphate; Deoxycytidylate; 2'-Deoxycytidine 5'-monophosphate	COMPOUND
C00240	rRNA; Ribosomal RNA	COMPOUND
C00241	Amide	COMPOUND
C00242	Guanine; 2-Amino-6-hydroxypurine	COMPOUND
C00243	Lactose; 1-beta-D-Galactopyranosyl-4-D-glucopyranose; beta-D-Gal-(1->4)-D-Glc; Milk sugar	COMPOUND
C00244	Nitrate; Nitric acid	COMPOUND
C00245	Taurine; 2-Aminoethanesulfonic acid; Aminoethylsulfonic acid	COMPOUND
C00246	Butanoic acid; Butanoate; Butyrate; Butyric acid	COMPOUND
C00247	L-Sorbose; L-xylo-Hexulose	COMPOUND
C00248	Lipoamide; Thioctic acid amide	COMPOUND
C00249	Hexadecanoic acid; Hexadecanoate; Hexadecylic acid; Palmitic acid; Palmitate; Cetylic acid	COMPOUND
C00250	Pyridoxal	COMPOUND
C00251	Chorismate; Chorismic acid; (3R,4R)-3-[(1-Carboxyethenyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylate	COMPOUND
C00252	Isomaltose; Brachiose	COMPOUND
C00253	Nicotinate; Nicotinic acid; Niacin; 3-Pyridinecarboxylic acid	COMPOUND
C00254	Prephenate; Prephenic acid	COMPOUND
C00255	Riboflavin; Lactoflavin; 7,8-Dimethyl-10-ribitylisoalloxazine; Vitamin B2	COMPOUND
C00256	(R)-Lactate; D-Lactate; D-Lactic acid; D-2-Hydroxypropanoic acid; D-2-Hydroxypropionic acid	COMPOUND
C00257	D-Gluconic acid; D-Gluconate; D-gluco-Hexonic acid	COMPOUND
C00258	D-Glycerate; Glycerate; (R)-Glycerate; Glyceric acid	COMPOUND
C00259	L-Arabinose; L-Arabinopyranose	COMPOUND
C00261	Benzaldehyde; Benzoic aldehyde	COMPOUND
C00262	Hypoxanthine; Purine-6-ol	COMPOUND
C00263	L-Homoserine; 2-Amino-4-hydroxybutyric acid	COMPOUND
C00264	3-Oxoacyl-CoA	COMPOUND
C00265	Dithiothreitol; 1,4-Dithiothreitol; threo-1,4-Dimercapto-2,3-butanediol; DL-threo-1,4-Dimercapto-2,3-butanediol	COMPOUND
C00266	Glycolaldehyde; Hydroxyacetaldehyde	COMPOUND
C00267	alpha-D-Glucose	COMPOUND
C00268	Dihydrobiopterin; 6,7-Dihydrobiopterin; Quinoid-dihydrobiopterin; (6R)-6-(L-erythro-1,2-Dihydroxypropyl)-7,8-dihydro-6H-pterin	COMPOUND
C00269	CDP-diacylglycerol; CDP-1,2-diacylglycerol; 1,2-Diacyl-sn-glycero-3-cytidine-5'-diphosphate	COMPOUND
C00270	N-Acetylneuraminate; N-Acetylneuraminic acid; 5-Acetamido-3,5-dideoxy-D-glycero-D-galacto-2-nonulosonic acid; Neu5Ac	COMPOUND
C00272	Tetrahydrobiopterin; 5,6,7,8-Tetrahydrobiopterin; 2-Amino-6-(1,2-dihydroxypropyl)-5,6,7,8-tetrahydoro-4(1H)-pteridinone; L-erythro-Tetrahydrobiopterin	COMPOUND
C00273	5-Dehydro-D-fructose	COMPOUND
C00275	D-Mannose 6-phosphate	COMPOUND
C00279	D-Erythrose 4-phosphate	COMPOUND
C00280	Androstenedione; Androst-4-ene-3,17-dione; 4-Androstene-3,17-dione	COMPOUND
C00282	Hydrogen; H2	COMPOUND
C00283	Hydrogen sulfide; Hydrogen-sulfide; H2S; Sulfide	COMPOUND
C00284	EDTA; Ethylenediaminetetraacetic acid; Edetic acid; Ethylenediaminetetraacetate	COMPOUND
C00286	dGTP; 2'-Deoxyguanosine 5'-triphosphate; Deoxyguanosine 5'-triphosphate; Deoxyguanosine triphosphate	COMPOUND
C00288	HCO3-; Hydrogencarbonate; Bicarbonate; Hydrogen carbonate; Acid carbonate	COMPOUND
C00290	Fibrin	COMPOUND
C00291	Nickel	COMPOUND
C00292	Aniline; Phenylamine; Benzenamine; Arylamine	COMPOUND
C00294	Inosine	COMPOUND
C00295	Orotate; Orotic acid; Uracil-6-carboxylic acid	COMPOUND
C00296	Quinate; Quinic acid; Kinic acid; Chinic acid; L-Quinic acid; L-Quinate; (-)-Quinic acid	COMPOUND
C00297	Sulfide; Thioether	COMPOUND
C00298	Trypsin; Trypsin crystallized	COMPOUND
C00299	Uridine	COMPOUND
C00300	Creatine; alpha-Methylguanidino acetic acid; Methylglycocyamine	COMPOUND
C00301	ADP-ribose; ADP-D-ribose; Adenosine diphosphate ribose	COMPOUND
C00302	Glutamate; Glutaminic acid; 2-Aminoglutaric acid	COMPOUND
C00303	Glutamine; 2-Aminoglutaramic acid	COMPOUND
C00304	Kanamycin	COMPOUND
C00305	Magnesium cation; Mg2+; Magnesium(2+); Magnesium ion	COMPOUND
C00306	Bradykinin	COMPOUND
C00307	CDP-choline; Cytidine 5'-diphosphocholine; Citicoline	COMPOUND
C00308	Canavanine; L-Canavanine; 2-Amino-4-(guanidinooxy)butyric acid	COMPOUND
C00309	D-Ribulose; D-erythro-2-Pentulose; D-Arabinoketose; D-Arabinulose; D-Riboketose	COMPOUND
C00310	D-Xylulose; D-threo-Pentulose; D-Lyxulose	COMPOUND
C00311	Isocitrate; Isocitric acid; 1-Hydroxytricarballylic acid; 1-Hydroxypropane-1,2,3-tricarboxylic acid	COMPOUND
C00312	L-Xylulose; L-threo-Pentulose; L-Lyxulose	COMPOUND
C00313	Oxalyl-CoA	COMPOUND
C00314	Pyridoxine; Pyridoxol	COMPOUND
C00315	Spermidine; N-(3-Aminopropyl)-1,4-butane-diamine	COMPOUND
C00317	Amylopectin	COMPOUND
